movie_code,movie_name,screen_national,sales_national,audience_national,production_year,release_date,running_time,age_restriction,rate_cgv,comment_cgv,rate_naver,comment_naver,synopsis
1000310,마담 뺑덕,536,3685882590,465749,2014,20141002,111,19세관람가(청소년관람불가),53.0,7719,6.53,547,"8년 전, 처녀 덕이 그리고 학규. 욕망에 눈멀다 불미스러운 오해에 휘말려, 지방 소도시 문화센터의 문학 강사로 내려온 교수 학규(정우성)는 퇴락한 놀이공원의 매표소 직원으로, 고여있는 일상에 신물 난 처녀 덕이(이솜)와 걷잡을 수 없는 사랑에 빠진다. 그러나 학규는 복직이 되자마자 서울로 돌아가고 덕이는 버림 받는다.8년 후, 악녀 덕이. 학규와 그의 딸 청이 사이를 파고들다 8년 후, 학규는 작가로 명성을 얻지만 딸 청이(박소영)는 엄마의 자살이 아버지 탓이라 여기며 반항하고, 학규는 눈이 멀어져 가는 병까지 걸린다. 모든 것을 잃을 위기에 처한 학규의 앞 집으로 이사 온 여자 세정. 눈이 거의 보이지 않는 학규가 세정이 8년 전 덕이라는 걸 모른 채 그녀에게 의지하는 사이, 청이 또한 그녀에게 집착하게 된다.덕이와 학규, 그리고 청이. 집착에 눈뜨다 덕이 없이 아무것도 못하게 된 학규, 그리고 두 사람 사이를 눈치채고 위험한 질투를 시작하는 청이. 세 사람의 위태로운 관계의 한 가운데, 마침내 주도권을 쥔 덕이는 학규의 모든 것을 망가뜨리려고 하는데…"
1000311,늘봄가든,875,3664813577,380376,2024,20240821,90,15세이상관람가,65.0,3654,5.82,123,"대한민국 3대 흉가곤지암 정신병원, 경북 영덕횟집, 그리고 충북 제천의 늘봄가든소희는 언니 혜란의 만류에도 불구하고, 남편의 유일한 유산인 한적한 시골의 저택 ‘늘봄가든’으로 이사를 간다.그곳을 방문한 후 그들은 이유를 알 수 없는 기이하고 섬뜩한 일들을 겪게 되는데…당장 그 집에서 나와!늘봄가든 괴담의 실체를 밝힐 진짜 공포가 시작된다!"
1000312,비와 당신의 이야기,957,3634766350,398580,2020,20210428,117,전체관람가,89.0,6306,,,"“이건 기다림에 관한 이야기다  뚜렷한 꿈도 목표도 없이 지루한 삼수 생활을 이어가던 ‘영호'(강하늘), 오랫동안 간직해온 기억 속 친구를 떠올리고 무작정 편지를 보낸다. 자신의 꿈은 찾지 못한 채 엄마와 함께 오래된 책방을 운영하는 ‘소희'(천우희)는 언니 ‘소연’에게 도착한 ‘영호'의 편지를 받게 된다. “몇 가지 규칙만 지켜줬으면 좋겠어.질문하지 않기, 만나자고 하기 없기 그리고 찾아오지 않기.” ‘소희'는 아픈 언니를 대신해 답장을 보내고 두 사람은 편지를 이어나간다.우연히 시작된 편지는 무채색이던 두 사람의 일상을 설렘과 기다림으로 물들이기 시작하고, ‘영호'는 12월 31일 비가 오면 만나자는 가능성이 낮은 제안을 하게 되는데..."
1000313,서복,1382,3627302450,385284,2020,20210415,114,15세관람가,79.0,10370,8.17,287,"인류 최초의 복제인간 ‘서복’그와의 특별한 동행이 시작된다!과거 트라우마를 안겨준 사건으로 인해 외부와 단절된 삶을 살아가고 있는 전직 요원 ‘기헌’은 정보국으로부터 거절할 수 없는 마지막 제안을 받는다.줄기세포 복제와 유전자 조작을 통해 만들어진 실험체 ‘서복’을 안전하게 이동시키는 일을 맡게 된 것.하지만 임무 수행과 동시에 예기치 못한 공격을 받게 되고, 가까스로 빠져나온 ‘기헌’과 ‘서복‘은 둘만의 특별한 동행을 시작하게 된다.실험실 밖 세상을 처음 만나 모든 것이 신기하기만 한 ‘서복‘과 생애 마지막 임무를 서둘러 마무리 짓고 싶은 ‘기헌’은 가는 곳마다 사사건건 부딪친다.한편, 인류의 구원이자 재앙이 될 수도 있는 ‘서복’을 차지하기 위해 나선 여러 집단의 추적은 점점 거세지고 이들은 결국 피할 수 없는 선택을 하게 되는데…"
1000314,계춘할망,526,3589317348,480987,2016,20160519,120,15세관람가,95.0,8572,8.63,845,"12년만에 잃어버린 손녀를 기적적으로 찾은 해녀 계춘손녀 혜지와 예전처럼 단둘이 제주도 집에서 함께 살면서 서로에게 적응해간다.그러나, 아침부터 밤까지 오로지 손녀 생각만 가득한 계춘과 달리도통 그 속을 알 수 없는 다 커버린 손녀 혜지.어딘가 수상한 혜지에 대한 마을 사람들의 의심이 커져가는 가운데혜지는 서울로 미술경연대회를 갔다가 사라진다.12년만에 혜지가 할망을 찾아온 진짜 이유는 무엇일까? 할머니와 떨어져있던 시간 동안 혜지에게 무슨 일이 있었던 걸까?"
1000315,위험한 상견례 2,429,3575384754,472693,2014,20150429,118,15세관람가,,,7.77,535,"“어디 내 딸을... 언감생심!  그래, 네가 대한민국 경찰만 돼봐~ 아예 결혼을 허락해주마!”은퇴를 앞둔 강력반 형사 아빠, 과학수사팀 리더 큰 언니, 경찰대학 교수 형부, 강력반 형사 둘째 언니, 온 가족이 경찰공무원인 집안의 막내, 전직 국가대표 펜싱선수이자 강남경찰서 마약 3팀 팀장 영희.… 7년 째 경찰고시생 남친 뒷바라지 중.古(고)문화재 전문털이범 아빠, 각종 문서 위조 전문가 엄마 온 가족이 지명수배자인 집안의 귀한 외아들로 천재적 범죄성의 강점만을 물려받은 철수.… 7년 째 경찰공무원 시험 준비 중.공직생활 동안 평생 쫓던 지명수배자의 아들은 사위로는 절대 안돼! VS 철두철미한 방해공작(?)! 내 자식을 절대 경찰이 되게 할 수 없어! 4월, 뼈대부터 너~무 다른 두 집안의 피할 수 없는 대결이 시작된다!"
1000316,소리도 없이,1084,3558023900,403326,2019,20201015,99,15세관람가,78.0,10635,7.8,248,"계획에 없던 유괴범이 되다!범죄조직의 하청을 받아 근면성실하고 프로페셔널하게 시체 수습을 하며 살아가는 ‘태인’과 ‘창복’.어느 날 단골이었던 범죄조직의 실장 ‘용석’에게 부탁을 받고 유괴된 11살 아이 ‘초희’를 억지로 떠맡게 된다.그런데 다음 날 다시 아이를 돌려주려던 두 사람 앞에 '용석'이 시체로 나타나고, 두 사람은 예기치 못한 사건에 휘말리게 되는데…"
1000317,소녀괴담,455,3546340054,480528,2014,20140703,90,15세관람가,51.0,3291,3.5,42,"모두가 알지만 아무도 말하지 않는 비밀…!귀신을 보는 특별한 능력을 가졌지만 어린 시절 죽은 친구를 본 기억으로 고향을 떠나 늘 외톨이로 지내온 소년 인수(강하늘). 외로움에 지쳐 다시 퇴마사 삼촌 선일(김정태)이 있는 시골집으로 돌아오지만, 인수를 괴롭히는 초등학교 동창 해철(박두식) 때문에 전학 온 학교 생활도 순탄치 않다.그러던 어느 날, 기억을 잃고 학교를 맴도는 또래의 소녀귀신(김소은)을 만난 인수는 조금은 특별한 그녀와의 우정을 쌓으면서 점차 마음을 열게 되고, 저주라고 생각했던 자신의 능력에 대해서도 조금씩 받아들이게 된다.한편, 학교에서는 정체불명의 핏빛 마스크 괴담이 떠도는 가운데 반 친구들이 하나둘씩 사라지는 의문의 실종사건이 발생한다. 사건을 쫓던 인수는 소녀귀신조차 두려워 하는 괴담 속 마스크 귀신과 그녀의 관계에 얽힌 끔찍한 비밀을 점차 알아가기 시작하는데..."
1000318,뽀로로 극장판 슈퍼스타 대모험,850,3532753203,387485,2023,20231213,78,전체관람가,98.0,2085,8.63,81,"뽀로로와 친구들은 전 우주를 통틀어 최고의 슈퍼스타를 뽑는 음악 축제 ‘파랑돌 슈퍼스타 선발대회’에 참가하기 위해 모험을 떠난다.파랑돌 행성에 불시착한 뽀로로와 친구들 앞에 나타난 열정 가득한 매니저 ‘스캣’의 도움으로 ‘뽀로로 밴드’는 가까스로 설레는 예선 무대에 오른다.한편, 악당 ‘빅벤’은 ‘스캣’과의 경쟁에서 이기기 위해 모든 것이 완벽한 AI 아이돌 ‘아이원’을 앞세워 대회에 참가하지만 ‘뽀로로 밴드’의 예상치 못한 인기에 위기감을 느껴 급기야 방해 공작을 벌이게 되고, 뽀로로와 친구들은 마지막 공연을 앞두고 갑작스러운 위기를 맞이하는데…12월, 노는 게 제일 좋은 뽀로로 밴드의 아주 특별한 모험이 시작된다!"
1000319,"로봇, 소리",609,3519595560,476665,2015,20160127,117,12세관람가,89.0,8443,8.25,888,"10년전 실종된 딸, 포기하려는 순간 녀석이 나타났다!2003년 대구, 해관(이성민)의 하나뿐인 딸 유주가 실종되는 사건이 벌어진다. 아무런 증거도 단서도 없이 사라진 딸의 흔적을 찾기 위해 해관은 10년 동안 전국을 찾아 헤맨다. 모두가 이제 그만 포기하라며 해관을 말리던 그때, 세상의 모든 소리를 기억하는 로봇 ‘소리’를 만난다.“미친 소리 같겠지만, 이 녀석이 내 딸을 찾아줄 것 같습니다.”해관은 목소리를 통해 대상의 위치를 추적할 수 있는 로봇의 특별한 능력을 감지하고 딸 유주를 찾기 위해 동행에 나선다. 사라진 딸을 찾을 수 있다는 마지막 희망을 안고 ‘소리’가 기억해내는 유주의 흔적에 한 걸음씩 가까워지는 둘. 한편, 사라진 로봇을 찾기 위해 해관과 ‘소리’를 향한 무리들의 감시망 역시 빠르게 조여오기 시작하는데… 과연 그들은 사라진 딸 유주를 찾을 수 있을까?2016년 가장 희망적인 ‘소리’를 만난다!"
1000320,도그데이즈,847,3478441608,357393,2023,20240207,120,12세관람가,96.0,7846,7.72,427,"깔끔한 성격의 계획형 싱글남 ‘민상’(유해진).영끌까지 모아 산 건물을 개똥밭으로 만드는 세입자 수의사 ‘진영’(김서형) 때문에 매일 머리가 아프다.오늘도 ‘진영’과 티격태격하던 ‘민상’은 동물병원에서 한 성격하는 할머니를 만나는데, 다름 아닌 세계적 건축가 ‘민서’(윤여정)!진행 중인 프로젝트를 위해 ‘민서’의 도움이 절실한 ‘민상’은 ‘민서’에게 잘 보이기 위해 ‘진영’과 그녀의 반려견 ‘차장님’을 공략하기 시작한다.갑자기 길에서 쓰러지게 되며 유일한 가족인 반려견 ‘완다’를 잃어 버리고만 ‘민서’.동네에 살고 있는 케이팝 작곡가 ‘선용’(정성화)과 ‘정아’(김윤진) 가족이 완다를 보살피고 있다는 사실을 모르는 ‘민서’는 자신을 구해준 MZ 배달 라이더 ‘진우’(탕준상)와 함께 완다를 찾아 나선다.한편 ‘선용’의 후배인 밴드 리더 ‘현’(이현우)은 자리를 비운 여친의 반려견 ‘스팅’을 돌보던 중 스팅의 대디를 자청하며 나타난 여친의 전남친 ‘다니엘’(다니엘 헤니)의 등장에 기가 막힐 따름인데…!특별한 단짝 덕분에 엮이게 된 이들의 기분 좋은 갓생 스토리가 시작된다!"
1000321,또 하나의 약속,192,3470184400,489409,2013,20140206,115,12세관람가,94.0,8322,9.25,589,"상구는 택시를 몰면서도 딸을 생각할 때면 늘 웃음이 나왔다.  딸 윤미가 세계 굴지의 ‘진성 반도체’ 공장에 들어갔기 때문이다.  2년 후, 스무 살 꽃다운 아이 윤미는 백혈병에 걸려서 왔다. 막대한 병원비에 집안은 풍비박산이 났다. 왜 이런 불행이 왔는지…  딸 윤미는 자기 탓 인양 미안해했고 그럴수록 상구의 가슴은 아팠다.  그러던 어느 날, 상구는 윤미의 회사동료들도 희귀병에 걸렸다는 걸 알게 되는데…"
1000322,나를 잊지 말아요,559,3398915000,425799,2015,20160107,106,15세관람가,61.0,10015,6.72,678,"(Jeong Woo Sung) Suk-won, a successful lawyer who gets into a car crash and loses his memory. His firm tries to court him back to please a big client, but Suk-won is trying to piece his life back together. He then meets a mysterious woman (KIM Ha-neul) whom he is instantly drawn to. As their relationship develops, secrets and memories from his past begin to trickle out.||처음 본 여자가 나를 보고 울었다 교통사고 후, 지난 10년의 기억이 지워진 남자 ‘석원’(정우성).친구, 가족, 심지어 본인이 어떤 사람인지조차 흐릿해진 석원은 병원에서 우연히 자신을 보며 눈물을 흘리는 낯선 여자 ‘진영’(김하늘)을 만난다그녀에 대해 잘 알진 못하지만 진영과 함께하며 새로운 행복을 느끼는 석원.그 사람, 기억이 전부 돌아오면 그래도 날 찾을까? 스마트폰에 놀라고, 김연아, 류현진도 모르는 남자와 사랑에 빠진 ‘진영’.10년 전 과거에 머물러 있는 그와의 시간이 소중하고 행복하다. 하지만 시간이 멈춘 것 같은 행복함도 잠시, 석원에게 조금씩 과거의 기억이 되살아나고 지금의 행복이 깨어질까 두려운 진영은 흔들리기 시작하는데…기억을 찾고 싶은 남자와 기억을 감추고 싶은 여자2016 감성멜로  나를 잊지 말아요"
1000323,흥부: 글로 세상을 바꾼 자,627,3381050200,416303,2017,20180214,105,12세관람가,82.0,8281,6.88,358,"내가 쓴 흥부전 궁금하지 않소”아무도 몰랐던 형제, 흥부 - 놀부 양반들의 권력 다툼으로 백성들의 삶이 날로 피폐해져 가던 조선 헌종 14년. 붓 하나로 조선 팔도를 들썩이게 만든 천재작가 ‘흥부’는 어릴 적 홍경래의 난으로 헤어진 형 ‘놀부’를 찾기 위해 글로써 자신의 이름을 알리려 한다. 모두가 알고 있는 형제, 조혁 - 조항리 수소문 끝에 형의 소식을 알고 있다는 ‘조혁’을 만나게 된 ‘흥부’는 모 잃은 아이들을 돌보며 백성들의 정신적 지도자로 존경 받는 ‘조혁’을 통해 새로운 깨달음을 얻는다. 한편, 백성을 생각하는 동생 ‘조혁’과 달리 권세에 눈이 먼 형 ‘조항리’의 야욕을 목격한 ‘흥부’는 전혀 다른 이 두 형제의 이야기를 쓰기로 결심한다. 그렇게 탄생한 ‘흥부전’은 순식간에 조선 전역에 퍼져나가고, 를 지켜보던 ‘조항리’는 그를 이용해 조선을 삼킬 음모를 계획하는데…"
1000324,감쪽같은 그녀,761,3377895790,436257,2019,20191204,104,전체관람가,92.0,6736,8.86,202,"“초면에 실례하겠습니다~”72살 나 홀로 라이프를 즐기는 ‘말순’ 할매의 인생에 듣도 보도 못한 손녀(?)가 나타났다! 특기는 자수, 용돈 벌이는 그림 맞추기(?)동네를 주름잡으며 나 혼자 잘살고 있던 ‘말순’ 할매 앞에 다짜고짜 자신을 손녀라고 소개하는 열두 살 ‘공주’가 갓난 동생 ‘진주’까지 업고 찾아온다. “혼자 살다가 애들 손 타니까 죽겠네~” 외모, 성격, 취향까지 모든 것이 극과 극인 ‘말순’과 ‘공주’는 티격태격 하루도 조용할 날 없이 지내지만, 필요한 순간엔 든든한 내 편이 되어주며 서로에게 특별한 존재가 되어간다.하지만 ‘말순’은 시간이 갈수록 ‘공주’와의 동거생활이 아득하고 깜깜하게만 느껴지는데… 2019년 마지막 웃음과 감동을 선사할 ‘감쪽같은’ 그녀가 온다!"
1000325,"협녀, 칼의 기억",572,3360045489,431310,2013,20150813,121,15세관람가,51.0,8198,6.02,449,"민란이 끊이지 않던 고려 무신시대, 풍진삼협이라 불리며 상주 민란을 주도한 세 명의 검객, 존걸ㆍ설랑ㆍ덕기. 이들의 대의가 실현되는 순간, 덕기의 배신은 대사형 존걸을 죽음으로 몰고, 설랑은 덕기의 회유를 뿌리친 채 존걸의 검과 그의 딸 홍이를 데리고 사라진다.  너는, 아니 너와 나는 홍이 손에 죽는다.  라는 살인예고를 남긴 채. 18년 후, 벽란포구에 장님 월소(설랑)가 두 아이와 함께 찻집을 열게 된다. 월소는 복수를 다짐하며 홍이에게 검을 가르치나 어릴 적 아명을 버리고 설희라는 이름으로 살아가는 홍이는 아버지의 죽음보다 세상사에 관심이 더 많다. 그러던 어느 날, 벽란도 저잣거리에 무인집정 송유백(덕기)이 개최하는 무술대회가 열리고, 설희는 월소의 명을 어긴 채 무술대회에 뛰어든다. 그리고 그곳에서 승승장구하던 율을 만나 겨루게 된다. 덕기라는 과거의 이름을 버리고 최고 권력자의 자리에 오른 송유백은 설희의 초식에서 과거 동지이자 연인이었던 설랑을 읽어낸다. 설희를 잡으라 명하는 유백. 관군들의 추격 속에 대회장을 엉망으로 만든 채 사라진 설희. 그날 밤, 설희는 월소를 통해 아버지 존걸의 죽음에 얽힌 충격적인 비밀을 듣게 된다.  두 명의 원수가 있다고 했다. 하나는 오늘 처음으로 너를 보았고, 다른 하나는 오랫동안 너를 보아왔다. 오늘 대회를 연 유백이 그 하나고, 다른 하나는 바로 나 설랑이다.  절망 속에 길을 떠나는 설희. 설희의 복수를 향한 긴 여정이 시작된다."
1000326,리얼,970,3357312530,470105,2017,20170628,138,19세관람가(청소년관람불가),38.0,13303,4.45,649,"아시아 최대 규모의 카지노를 둘러싼 거대한 음모와 전쟁 나와 똑같이 생긴 놈이 나타났다 카지노 ‘시에스타’ 오픈을 앞둔 조직의 보스 장태영(김수현) 앞에 암흑가 대부 조원근(성동일)이 카지노의 소유권을 주장하며 나타난다. 조원근의 개입으로 카지노를 빼앗길 위기에 처한 장태영은 자금 문제를 해결하기 위해 투자자를 찾아 나선다. 어느 날, 이름뿐만 아니라 생김새마저 똑같은 의문의 투자자(김수현)가 나타나 자금은 물론 조원근까지 해결해주겠다는 제안을 한다. 의문의 투자자의 등장으로 조원근과 카지노를 차지하기 위한 전쟁이 시작되고 이들을 둘러 싼 거대한 비밀과 음모의 정체가 서서히 드러난다.오직 진짜만이 모든 것을 갖는다!"
1000327,오피스,425,3354086230,428429,2014,20150903,109,15세관람가,63.0,7871,7.07,458,"가족을 살해하고 그가 돌아온 이 곳… 그들에게 알 수 없는 불안감이 엄습해온다! 어느 날 한 가족의 가장이자 착실한 회사원인 김병국 과장이 일가족을 살해하고 사라졌다. 이에 형사 종훈은 그의 회사 동료들을 상대로 수사를 시작하지만 모두들 말을 아끼고, 특히 김과장과 사이가 좋았다는 이미례 인턴은 무언가를 숨기고 있는 눈치다. 게다가 종훈은 김과장이 사건 직후 회사에 들어온 CCTV 화면을 확보하지만, 그가 회사를 떠난 화면은 어디에도 없어 사건은 미궁으로 빠진다. 한편, 김과장이 아직 잡히지 않았다는 사실에 동료들은 불안에 떠는 가운데, 이들에게 의문의 사건들이 계속 일어나는데…"
1000328,반드시 잡는다,565,3324033772,446379,2017,20171129,110,15세관람가,89.0,12736,8.12,582,"오늘 또 한 명이 죽었다! 30년 전 해결되지 못한 장기 미제사건과 동일한 수법으로 또 다시 살인이 시작된다.동네를 꿰뚫고 있는 터줏대감 ‘심덕수(백윤식)’는 사건을 잘 아는 전직 형사 ‘박평달(성동일)’과 의기투합해 범인을 잡으려 하는데…11월 29일, 발보다 빠른 촉과 감으로 반드시 놈을 잡아라!"
1000329,원라인,613,3310122433,433825,2016,20170329,132,15세관람가,93.0,11245,8.67,917,"은행 돈, 필요하세요?우리 대본대로 하면 돈 나옵니다!평범했던 대학생 ‘민재’는 모든 걸 속여 은행 돈을 빼내는,일명 ‘작업 대출’계 전설의 베테랑 ‘장 과장’을 만나 업계의 샛별로 거듭난다.환상의 케미를 자랑하며 돈이란 돈은 모두 쓸어 담던 5인의 신종 범죄 사기단!그러나, 결코 서로를 믿을 수 없는 사기꾼들은 서서히 다른 속내를 드러내는데…진짜 사기꾼들의 짜릿한 세계!신종 범죄 사기극이 펼쳐진다!"
1000330,뽀로로 극장판 컴퓨터 왕국 대모험,544,3290582700,445014,2015,20151210,60,전체관람가,93.0,2886,8.82,2264,"One day , Pororo and Crong enter a video game  Golden wing adventure  In the cyber space , Pororo and Crong met 'Prince ChiChi  and agreed to find Golden wing to save Princess On the other hand, Pororo's friends were captured by SPIDER KING   Will Pororo save the Princess and his friends and escape from Cyber space ?"
1000331,넛잡: 땅콩 도둑들,382,3280608100,478392,2014,20140129,86,전체관람가,88.0,2396,7.33,394,"도심 속 공원의 말썽쟁이 다람쥐 설리!  그만 나타나면 모든 일이 엉망이 되는 바람에 공원에 사는 동물들은 항상 걱정투성이다.  아니나 다를까, 공원에 사는 모든 동물들의 겨울나기 식량창고인 떡갈나무를 홀랑 태워먹는 설리.  제대로 된 재판도 없이 통솔자 라쿤의 주도 아래 공원식구들의 만장일치로 설리는 결국 공원에서 추방을 당하고,  그의 곁엔 마음 착한 생쥐 친구 버디만 남는다.    주린 배를 채우기 위해 식량을 찾아 떠나는 설리와 버디.  평온했던 공원과는 달리 텃세 심한 도심에는 여기저기 위험이 도사리고 있는데…  온갖 우여곡절 끝에 절망만이 남았다고 생각하던 바로 그 순간,  기적처럼 설리와 버디 앞에 짠~하고 나타난 땅콩가게! 보기만 해도 맛깔스런 땅콩이 수북수북!  설리와 버디는 땅콩가게를 털기로 결심한다.    한편, 먹을 거리가 없어진 공원식구들을 위해  라쿤은 여장부 앤디와 호기로운 그레이슨에게 식량을 구해올 것을 지시한다.  사명감을 가지고 도심으로 나선 그들이 도착한 곳은  다름 아닌 설리와 버디가 잠입한 바로 그 땅콩가게인데!?    그.러.나! 그 땅콩가게에는 숨겨진 비밀이 있으니…  그곳은 바로 은행털이 강도범들의 위장 은신처였던 것!  설리 버디 vs 앤디 그레이슨이 땅콩을 놓고 아웅다웅 하는 사이,  더 큰 위험이 그들에게 다가오는데!    설리와 친구들이 땅콩을 훔치기 위해 펼치는 좌충우돌 고군분투 스토리!  과연 그들은 땅콩을 차지해 올 겨울을 따뜻하게 보낼 수 있을까?"
1000332,무뢰한,482,3262087431,414626,2014,20150527,118,19세관람가(청소년관람불가),68.0,11630,7.33,453,"형사, 살인자의 여자를 만나다. 범인을 잡기 위해선 어떤 수단이든 다 쓸 수 있는 형사 정재곤(김남길 扮). 그는 사람을 죽이고 잠적한 박준길(박성웅 扮)을 쫓고 있다. 그를 잡을 수 있는 유일한 실마리는 박준길의 애인인 김혜경(전도연 扮). 재곤은 정체를 숨긴 채 혜경이 일하고 있는 단란주점 마카오의 영업상무로 들어간다. 하지만, 재곤은 준길을 잡기 위해 혜경 곁에 머무는 사이 퇴폐적이고 강해 보이는 술집 여자의 외면 뒤에 자리한 혜경의 외로움과 눈물, 순수함을 느낀다. 오직 범인을 잡는다는 목표에 중독되어 있었던 그는 자기 감정의 정체도 모른 채 마음이 흔들린다. 그리고 언제 연락이 올 지도 모르는 준길을 기다리던 혜경은, 자기 옆에 있어주는 그에게 마음을 열기 시작한다."
1000333,좋은 친구들,371,3201527031,404456,2014,20140710,114,19세관람가(청소년관람불가),0.0,54,7.51,309,"우리 어쩌다 여기까지 온 걸까 의리와 의심 끝에 선 세 남자걷잡을 수 없이 뒤틀려버린 친구들의 이야기세상에 둘도 없는 우정을 나눈 세 남자 현태, 인철, 민수거액의 현금이 사라진 강도화재사건으로현태의 가족이 죽고 사건은 미궁에 빠진다.수사 과정도 경찰도 의심스러운 현태는 사건을 집요하게 파헤치기 시작하고인철과 민수에게 도움을 청한다.그러나, 그가 유일하게 믿었던 친구들 마저 의심스러워 지는데……"
1000334,탄생,670,3188993816,356177,2022,20221130,151,12세관람가,90.0,6294,8.13,308,"1845년, 조선 근대의 문을 열다!새로운 세상을 꿈꾼 청년 김대건의 위대한 모험호기심 많고 말보다 행동이 앞서는 청년 김대건.조선 최초의 신부가 되라는 운명을 기꺼이 받아들이고, 신학생 동기 최양업, 최방제와 함께 마카오 유학길에 나선다.나라 안팎으로 외세의 침략이 계속되고 아편전쟁이 끝나지 않은 시기, 김대건은 바다와 육지를 종횡무진 누비며 마침내 조선 근대의 길을 열어젖힌다!"
1000335,강릉,761,3175724270,306809,2021,20211110,119,19세관람가(청소년관람불가),73.0,5606,6.62,289,"강릉 최대 조직의 ‘길석’평화와 의리를 중요시하며 질서 있게 살아가던 그의 앞에 강릉 최대 리조트 소유권을 노린 남자 ‘민석’이 나타난다첫 만남부터 서늘한 분위기가 감도는 둘,‘민석’이 자신의 목표를 위해 본격적으로 움직이기 시작하면서 두 조직 사이에는 겉잡을 수 없는 전쟁이 시작되는데..거친 운명 앞에 놓인 두 남자11월, 그들의 이야기가 시작된다"
1000336,극장판 공룡메카드: 타이니소어의 섬,763,3140214420,410131,2018,20190110,70,전체관람가,97.0,3236,9.17,1630,"타이니소어로 가득한 환상의 섬에서 펼쳐지는 뜨거운 우정 이야기가 시작된다!머나먼 옛날, 소행성 충돌로 인해 지구의 공룡들이 모두 사라지고사람들에게 알려지지 않은 어느 작은 섬에서 공룡들은 아주 작은 모습의 타이니소어로 탄생한다. 씩씩한 트리케라, 장난꾸러기 티라노, 잠꾸러기 스테고 등 타이니소어 친구들이 도토리 축구를 하며 즐거운 나날을 보내고 있던 중, 수상한 악당들이 나타나 평화로운 ‘타이니소어의 섬’을 위협하기 시작하는데… 타이니소어들을 노리는 수상한 눈빛의 정체는? 과연 이들은 위기에 처한 지상 낙원 ‘타이니소어의 섬’을 지켜낼 수 있을까?"
1000337,넛잡 2,526,3038945100,407727,2017,20171003,91,전체관람가,96.0,3887,8.62,605,"‘리버티 공원’을 지키기 위한오크톤 동물들의 지상최대 연합작전이 시작된다!땅콩 털이에 성공 후 여유로운 삶을 즐기던 ‘설리’와 공원 친구들! 어느 날 갑자기, 영원할 것만 같던 땅콩 가게가 폭발하고, ‘설리’와 친구들은 어쩔 수 없이 ‘리버티 공원’으로 돌아가게 되지만 이마저도 악덕 시장의 놀이공원 건설 계획으로 파괴될 위기에 처한다. 더 이상 물러날 곳이 없는 ‘설리’와 친구들! 과연 악덕 시장에 맞서 공원을 지킬 수 있을까?"
1000338,내일의 기억,957,3026073660,332993,2019,20210421,99,15세관람가,53.0,65,8.73,235,"깨어난 후, 다른 사람의 미래가 보이기 시작했다사고로 기억을 잃은 채 깨어난 수진 옆엔 자상한 남편 지훈이 그녀를 세심하게 돌봐주고 있다.그리고 집에 돌아온 후, 마주친 이웃들의 위험한 미래가 보이기 시작하자 수진은 혼란에 빠진다.그러던 어느 날 길에서 만난 옛 직장 동료는 수진을 걱정하며 지훈에 대한 믿기 힘든 소리를 하고, 때마침 발견한 사진에서 사진 속 남편 자리엔 지훈이 아닌 다른 남자가 있다.설상가상 수진은 알 수 없는 남자가 자신을 위협하는 환영에 시달리는데……"
1000339,자산어보,1250,3006620490,340574,2019,20210331,126,12세관람가,98.0,10233,8.97,343,"“이 양반은 대역 죄인이니 너무 잘해줄 생각들 말어”순조 1년, 신유박해로 세상의 끝 흑산도로 유배된 ‘정약전’.호기심 많은 '정약전'은 그 곳에서 바다 생물에 매료되어 책을 쓰기로 한다. 이에 바다를 훤히 알고 있는 청년 어부 ‘창대’에게 도움을 구하지만 ‘창대’는 죄인을 도울 수 없다며 단칼에 거절한다.“내가 아는 지식과 너의 물고기 지식을 바꾸자 ‘창대’가 혼자 글 공부를 하며 어려움을 겪고 있다는 것을 알게 된 ‘정약전’은 서로의 지식을 거래하자고 제안하고 거래라는 말에 ‘창대’는 못 이기는 척 받아들인다. 둘은 티격태격하면서도 점차 서로의 스승이자 벗이 되어 간다. 너 공부해서 출세하고 싶지? 그러던 중 '창대'가 출세하기 위해 공부에 매진했다는 사실을 알게 된 '정약전'은 크게 실망한다.‘창대’ 역시 '정약전'과는 길이 다르다는 것을 깨닫고 '정약전'의 곁을 떠나 세상 밖으로 나가고자 결심하는데..."
1000340,거미집,1058,3003379576,313686,2022,20230927,132,15세관람가,84.0,9408,7.56,1103,"“결말만 바꾸면 걸작이 된다, 딱 이틀이면 돼!” 1970년대 꿈도 예술도 검열당하던 시대성공적이었던 데뷔작 이후, 악평과 조롱에 시달리던 김감독(송강호)은 촬영이 끝난 영화 ‘거미집’의 새로운 결말에 대한 영감을 주는 꿈을 며칠째 꾸고 있다.그대로만 찍으면 틀림없이 걸작이 된다는 예감, 그는 딱 이틀 간의 추가 촬영을 꿈꾼다.그러나 대본은 심의에 걸리고, 제작자 백회장(장영남)은 촬영을 반대한다.제작사 후계자인 신미도(전여빈)를 설득한 김감독은 베테랑 배우 이민자(임수정), 톱스타 강호세(오정세), 떠오르는 스타 한유림(정수정)까지 불러 모아 촬영을 강행하지만, 스케줄 꼬인 배우들은 불만투성이다.설상가상 출장 갔던 제작자와 검열 담당자까지 들이닥치면서 현장은 아수라장이 되는데…과연 ‘거미집’은 세기의 걸작으로 완성될 수 있을까?"
