movie_code,movie_name,distributor,screen_national,sales_national,audience_national,production_year,release_date,director,actor,production_company,genre,length,age_restriction,sales_01,audience_01,screen_01,sales_02,audience_02,screen_02,sales_03,audience_03,screen_03,sales_04,audience_04,screen_04,sales_05,audience_05,screen_05,sales_06,audience_06,screen_06,sales_07,audience_07,screen_07,sales_08,audience_08,screen_08,sales_09,audience_09,screen_09,sales_10,audience_10,screen_10,rate_cgv,comment_cgv,rate_naver,comment_naver,synopsis
1000521,아버지의 마음,"(주)드림팩트엔터테인먼트,파이오니아21",85,"290,533,906","29,078",2023,20230720,김상철,신애라 | Thomas | 레오 | 한유지 | 이채유 | 김광수,파이오니아21,"사회,인권,인물",99,전체관람가,"11,653,256","1,189",84,"12,623,178","1,250",87,"20,229,346","1,917",85,"26,050,576","2,495",87,"14,678,099","1,501",86,"16,279,834","1,649",88,"8,389,200",887,50,"3,180,554",302,11,"3,473,299",332,18,"9,210,128",882,21,92.0%,198,9.00,14,"행복할 수 없는 사람들이 행복을 찾아가는 기적의 이야기행복하지 않다고 말하는 시대에 살고 있는 우리는 행복한 삶을 추구한다.하지만 자신의 노력으로 더 나은 미래를 만들 수 없다고 느낄 때, 행복을 박탈당하게 된다.71년 전, 굶주림과 추위 속에서 죽어가는 한국전쟁고아를 아버지의 마음으로 바라봐 준 미국의 목사 에버렛 스완슨(Everett Swanson, 1913-1965).그가 한국전쟁고아를 향한 연민으로 시작하게 된 단체가 ‘컴패션(Compassion)’이다.한국인 고아 캐시를 비롯해 10만 명 이상의 한국 어린이에게 기적을 선물했고, 그가 품었던 아버지 마음은 전 세계 아이들을 향해 흘러가고 있다.1994년 아버지를 잃은 르완다 소년 메소드와 2020년 아들을 잃은 한국 아버지 황태환의 이야기.한 사람의 힘으로 세상을 바꾸고 선한 영향력을 끼치는 사랑의 릴레이.그것은 주는 사람과 받는 사람 모두 함께 성장하는 희망과 감동의 이야기다.행복을 찾고 싶은가?그렇다면 우리는 무엇을 해야 할까?"
1000522,데드라인,(주)영화특별시에스엠씨,192,"290,095,500","41,198",2024,20241106,권봉근,공승연 | 박지일 | 정석용 | 홍서준 | 유승목,"제이티비씨(주),스토리웹",드라마,84,12세이상관람가,"36,941,700","5,755",365,"25,168,000","4,167",321,"35,422,700","5,858",354,"37,820,800","4,152",381,"33,899,400","3,614",358,"12,969,400","1,424",296,"12,363,900","1,325",262,"8,310,400",914,137,"8,550,200","1,397",119,"10,160,200","1,727",110,,,7.51,49,"2022년 9월 가장 뜨거웠던 그날의 기억모두의 가슴을 울릴 재난 휴먼 드라마!전례 없는 규모의 초특급 태풍 힌남노가 포항을 강타하고 국가 기간산업의 심장인 포항제철소는 직격탄을 맞는다.50년 가까이 한 번도 멈춘 적 없이 뜨겁게 타올랐던 제철소의 심장이 멈출 위기에 처한 절체절명의 상황.이 와중에 시사 교양 PD 오윤화는 재난의 진실을 파헤치기 위해 제철소로 잠입 취재를 나서는데…제철소의 심장 ‘고로’를 되살릴 데드라인은 불과 일주일,그들은 고로를 살려낼 수 있을까?"
1000523,백프로,(주)마인스 엔터테인먼트,236,"275,138,600","36,792",2013,20140403,김명균,윤시윤 | 여진구 | 윤석현 | 강이석 | 임진경 | 이언수,㈜시네마제니스,"드라마,코메디",108,15세관람가,"38,131,000","5,451",796,"38,242,700","4,860",780,"74,476,700","9,552",834,"60,280,600","7,766",735,"16,203,600","2,250",572,"18,510,400","2,531",562,"19,168,600","2,933",538,"1,329,500",260,18,"666,000",111,12,"1,838,500",305,14,41.0%,762,5.07,46,"승승장구하던 프로골퍼 세진은 자신 때문에 친구를 잃고, 말을 할 수 없게된다. 치료를 위해 찾아간 작은 섬에서 마을 사람들은 세진을 선생님삼아서 아이들에게 골프를 가르쳐 유일한 학교의 폐교를 막으려고 한다. 골프에 대해 아무것도 모르는 아이들을 가르쳐야 하는 세진, 아이들과 섬사람들, 그리고 세진은 작은 섬에서 잊을 수 없는 추억을 만들어가게 된다."
1000524,극장판 우당탕탕 은하안전단: 진정한 용기!,(주)넥스트엔터테인먼트월드(NEW),261,"257,124,930","34,001",2022,20231130,정지훈,김은아 | 엄상현 | 이지현 | 이민규 | 전태열,스튜디오 마로,어드벤처,64,전체관람가,"9,114,300","1,405",173,"9,549,960","1,459",170,"52,318,230","6,871",367,"55,499,530","7,134",365,"3,513,600",473,118,"3,795,900",503,112,"4,572,800",646,79,"4,842,450",654,69,"6,086,600",868,85,"23,959,070","2,985",229,,,7.23,13,"진정한 용기를 찾아 나선 최고 겁쟁이 ‘철수’와 ‘쿠왕’의 우당탕탕 모험이 시작된다! 우주의 안전과 평화를 지키는 은하안전단의 대장 ‘철수’는 1등급 문어 괴물과 싸우다 잔뜩 겁을 먹고 우주선으로 도망친다.한편, 저녁에 본 고양이 괴물이 무서워 잠들지 못하는 박살행성의 ‘쿠왕’.두려움에 엉엉 운 ‘쿠왕’의 모습이 아침 신문 기사로 실리는 바람에 박살행성의 최고 겁쟁이로 낙인찍히고, ‘철수’와 ‘쿠왕’은 겁쟁이에서 탈출하고자 용감한 선장 ‘가르고리’에게 지도를 얻어 ‘용기의 가루’를 찾아 나선다.그때, 호시탐탐 ‘쿠왕’의 자리를 노리던 ‘콩트 백작’이 메가 콩알 로봇을 앞세워 박살행성을 위기에 빠트리는데…"
1000525,대결,"(주)스톰픽쳐스코리아,TCO(주)더콘텐츠온",366,"251,176,500","32,278",2016,20160922,신동엽,이주승 | 오지호 | 신정근 | 이정진 | 손은서 | 지용현,휴메니테라픽쳐스 주식회사,"액션,드라마",97,15세관람가,"37,439,500","5,296","1,152","42,362,600","5,371","1,113","44,951,600","5,494",724,"43,438,300","5,297",700,"25,264,500","3,456",831,"20,610,500","2,909",779,"2,319,500",313,59,"1,530,000",170,1,"1,087,000",171,6,"142,000",15,3,83.0%,918,6.85,61,"소불위 갑(甲)에 맞서는 변두리 취준생의 통쾌한 역전극!“세상이 나쁜 놈 천진데 내가 무슨 갱생이 돼?” 취직은 진작에 포기한 달관력 99.9%의 취준생 풍호(이주승)는 리얼맞짱게임으로 용돈벌이나 하는 재미가 쏠쏠하다. 그러나 의협심 100%를 탑재한 형사 강호(이정진)는 동생 풍호가 한심할 따름이다. 현피에 의한 살인사건을 수사하던 강호는 뜻밖의 제안을 받고 현장으로 출동하지만 상대의 잔인한 수법에 속절없이 당하고 만다.   “어쩔 수 없어, 있는 놈이 계속 이기게 되어 있어.” 형의 복수를 위해 범인을 쫓던 풍호는 겉모습은 게임회사 CEO이지만 실상은 승부에 미친 게임중독자 한재희(오지호)를 찾아내고, 형을 대신한 복수의 한방을 준비하는데…"
1000526,썬키스 패밀리,메가박스중앙(주) 플러스엠 엔터테인먼트,417,"245,549,900","31,742",2017,20190327,김지혜,박희순 | 진경 | 황우슬혜 | 이고은 | 장성범 | 이종민,㈜영화사 두둥,"코메디,멜로/로맨스,가족",105,15세관람가,"39,471,080","6,246",898,"27,789,770","3,540",801,"27,546,910","3,240",705,"47,501,400","5,450",636,"44,568,710","5,210",594,"16,788,700","2,254",561,"16,381,530","2,221",547,"1,165,400",148,30,"1,847,000",274,17,"691,300",94,16,75.0%,"1,510",8.60,45,"발칙하고 골때리고 뻔하지 않은 이 가족의 로맨스!온 세상에 울리는 사랑의 소리 ‘삐그덕 쿵’!Chapter1. 예상 밖의 삐그덕결혼 20년 차에도 식을 줄 모르는 사랑을 나누는 뜨거운 부부 준호(박희순)와 유미(진경), 그러나 이들의 두 자녀아들 철원(장성범)과 딸 경주(윤보라)는 성인이 되었지만 뜻밖의 신체적 문제로 사랑을 하는 것이 세상 어렵다.Chapter2. 삐그덕 쿵이 멈췄다!늦둥이 막내딸 진해(이고은)에게는 매일 밤 부모의 침실에서 들려오는 소리 ‘삐그덕 쿵’이 ‘가족의 행복전선 이상무’를 알리는 신호였다. 그러던 어느 날, 옆집에 아빠의 친구라는 예쁜 아줌마 미희(황우슬혜)가 이사를 오고 엄마의 불 같은 오해(!)가 시작되는데. 그날 밤부터 ‘삐그덕 쿵’ 소리가 멈추고 가족의 행복발전소 가동이 멈췄다!매일 사랑하고 영원히 사랑하고 싶었던 ‘로맨틱 가족’에게 닥친 최대의 위기!가족의 행복을 찾기 위한 막내딸 진해의 대단한 작전이 시작된다!"
1000527,쥬라기캅스 극장판: 공룡시대 대모험,메가박스중앙(주) 플러스엠 엔터테인먼트,453,"240,024,088","26,188",2022,20220907,김호락,소연 | 김영선 | 엄상현 | 황창영 | 홍범기,(주)스튜디오버튼,어드벤처,64,전체관람가,"4,904,900",562,193,"5,686,699",655,179,"43,757,620","4,738",539,"31,421,700","3,267",420,"49,217,020","5,182",476,"66,161,075","7,059",486,"5,950,300",656,187,"1,240,500",139,36,"1,480,200",152,31,"1,364,900",190,30,93.0%,171,6.90,10,"쥬라기캅스의 탄생을 막는 별별해적단을 물리쳐라!평화로운 라이트시티, 공찬과 친구들은 학교 앞에서 미니공룡을 팔고 있는 정체불명의 상인들을 발견한다.그들의 정체는 바로 사라진 줄 알았던 악당, 어부바단!시간 여행을 할 수 있는 타임큐브를 이용해 공룡시대의 공룡들을 미니공룡으로 만들어 데려 온 뒤, 거대화 시켜 지구를 공격해 온다!한편, 과거로 돌아간 어부바단이 6,500만 년 전의 젊은 주관장을 공격해 쥬라기캅스의 탄생을 막아 현재의 쥬라기캅스를 소멸시켜버리고 공찬 일행도 타임큐브를 별별해적단에 빼앗겨 공룡시대에 갇히고 만다.공찬 엄마의 노력으로 공룡시대에서 탈출해 쥬라기캅스의 부활에 성공한 공찬과 친구들!현재로 돌아와 메카 공룡으로 도시를 공격하는 어부바단과 지구의 운명이 걸린 최종 결투를 벌이게 된다."
1000528,괴담만찬,"TCO(주)더콘텐츠온,(주)블루라벨픽쳐스,(주)대교 미디어콘텐츠사업본부",162,"220,853,620","27,389",2023,20231018,안상훈 | 윤은경 | 김용균 | 임대웅 | 채여준,윤현민 | 장광 | 윤다경 | 이주영 | 김주령,㈜스튜디오투유,"공포,옴니버스",118,15세관람가,"27,906,691","4,091",482,"20,468,647","2,851",420,"28,532,696","3,562",457,"44,896,310","5,124",470,"36,836,285","4,199",442,"7,703,553",969,281,"8,411,799","1,091",289,"2,380,074",343,75,"2,693,369",340,89,"4,318,426",571,106,,,8.48,25,소원을 이루기 위해 무심코 한 댄스 챌린지한강 다리 밑 목 꺾인 도플갱어가 알려준 입시 비법잭팟 터트린 후 절대 가면 안 되는 ◆◆모텔 307호의 비밀고급 ●●아파트 입주민 전용 헬스장의 금기■■연구실에서 현재 진행 중인 잔인한 실험구독자 154만 먹방 BJ가 라이브 중 저지른 돌출 행동욕망에 눈먼 이들에게 닥친 죽음보다 더한 공포!
1000529,에스파: 마이 퍼스트 페이지,"롯데컬처웍스(주)롯시플,(주)영화사 그램",68,"209,630,300","9,456",2024,20240214,김지선 | 조현정,카리나 | 윈터 | 지젤 | 닝닝,(주)에스엠엔터테인먼트,"인물,뮤직",110,전체관람가,"68,163,000","3,093",186,"14,742,000",648,158,"14,728,000",642,161,"18,027,000",785,124,"15,917,000",693,120,"4,761,000",207,88,"4,739,000",207,89,"5,394,000",310,67,"3,322,000",146,53,"4,622,000",201,57,,,7.66,41,"2020년 데뷔 이후 ‘블랙 맘바(Black Mamba)’, ‘넥스트 레벨(Next Level)’, ‘세비지(Savage)’, ‘걸스(Girls)’ 등 매 앨범마다 전 세계적인 메가 히트를 기록하며 눈부신 성장을 이뤄낸 그룹 ‘에스파(aespa)’.그들의 새로운 음악 세계와 독보적인 공연 실황은 물론,지금껏 공개되지 않은 멤버 4인의 진솔한 인터뷰,2023 첫 단독 콘서트 ‘SYNK : HYPER LINE’의 백스테이지 비하인드까지.‘에스파’의 찬란한 꿈의 기록. 그 첫 페이지가 스크린에서 펼쳐진다!"
1000530,해피 투게더,플레이리스트(주),240,"204,452,450","27,046",2018,20181115,김정환,박성웅 | 송새벽 | 최로운 | 한상혁 | 권해효 | 실장,골든스토리픽처스,"드라마,코메디",110,12세관람가,"21,806,500","3,191",373,"15,139,900","1,992",343,"35,898,850","4,071",318,"41,610,750","4,493",300,"12,004,050","1,685",286,"9,638,800","1,468",261,"14,197,000","2,091",211,"3,926,000",607,25,"4,401,100",791,32,"1,770,000",279,24,82.0%,559,8.84,544,"“이번 생에서 난 주인공이 아닌가 봐”사랑하는 아들 ‘하늘이’를 위해 천직이라 믿었던 음악의 꿈을 포기한 순둥이 싱글대디 ‘강석진’.일명 ‘땜빵’ 무대에 서기 위해 찾아간 나이트클럽에서 화려한 반짝이 의상을 빼입은 ‘박영걸’을 만나다!  “관객 마음 사로잡아 본 적 있어요? 스파크 빡 때려본 적 있냐고” 밤무대 인기스타. 하지만 남들 몰래 바람잡이 관객 알바를 고용하는 생계형 색소포니스트 ‘박영걸’. 우연히 만난 꿈쟁이 ‘강석진’에게 훈수를 두지만, 얼마 후 상상도 못했던 곳에서 그와 그의 아들과 재회하며 인생 제대로 꼬이다! “난 아빠가 색소폰 부는 모습이 제일 멋있단 말이야!” ‘석진’의 영원한 제1호 팬이자 사랑스러운 아들 ‘하늘’. 가난 속에서도 늘 밝지만 색소폰 앞에서는 누구보다 진지한 음악신동. 시원하게 뽑아내는 선율로 우연히 재회한 ‘영걸’을 사로잡다! 이번 생은 엑스트라지만, 그래도 오늘 밤만은 우리 모두가 주인공!  인생 무대에 오르고 싶은 이들의 유쾌하고 찬란한 반격이 시작된다!"
1000531,얼굴없는 보스,(주)박수엔터테인먼트,293,"199,801,000","23,711",2018,20191121,송창용 | 임성용,천정명 | 진이한 | 이하율 | 곽희성 | 김도훈 | 이동민,㈜좋은하늘,"드라마,액션,갱스터",114,15세관람가,"47,652,400","5,881",567,"29,606,120","3,484",501,"30,302,840","3,411",352,"27,076,480","3,056",310,"17,057,620","2,199",405,"15,994,660","2,068",392,"4,131,380",493,106,"9,791,500","1,007",29,"11,807,500","1,202",20,"342,000",53,15,56.0%,582,5.00,12,"자신의 신념을 지키고 싶은 폭력조직 보스의 삶을 다룬 순정 갱스터. 조직의 돈을 혼자 챙긴 보스 강창완을 제끼고 보스가 된 권상곤은 동생들과 그 가족들 모두가 행복할 수 있도록 제대로 살아보려 애쓴다. 하지만, 보스가 된 지 일주일 만에 그의 의지를 벗어난 일로 인해 체포되어 범죄조직의 수괴로 징역 10년을 선고받고 수감된다..."
1000532,스트리머,"TCO(주)더콘텐츠온,(주)블루라벨픽쳐스",181,"198,703,100","22,111",2023,20230510,장형모,이푸름 | 권민혁 | 김모범 | 김준형 | 심소영,하이컨셉픽쳐스㈜,"공포,미스터리",89,15세관람가,"21,081,300","2,115",392,"12,935,600","1,303",312,"22,724,900","2,195",383,"34,836,600","3,245",341,"28,746,200","2,681",308,"9,349,000",903,225,"6,543,000",647,200,"2,726,000",261,73,"3,052,500",292,73,"5,611,000",510,84,,,6.34,128,"산 사람은 붉게, 귀신은 파랗게모든 것이 생중계된다!한 BJ가 남긴 기괴한 영상의 진위를 밝히겠다며 한 폐건물로 모인 5명의 스트리머들.각자 라이브 방송을 진행하며 건물을 살펴보던 그들의 섬뜩하고 소름 끼치는 현장은 그야말로 리얼하게 생중계 되는데…"
1000533,"알엠: 라이트 피플, 롱 플레이스",씨제이포디플렉스 주식회사,56,"196,404,000","7,868",2024,20241205,이석준,RM | 산얀 | 정크야드 | 장세훈 | 손지민,㈜하이브,"인물,뮤직,로드무비",79,12세이상관람가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0%,312,9.00,14,"BTS의 리더 RM의 두 번째 솔로 앨범 『Right Place, Wrong Person』의 제작기이자 입대를 앞둔 이십 대 끝자락의 이야기면서 자연인 김남준의 지극히 사적인 목소리가 담긴 다큐멘터리.  알엠: 라이트 피플, 롱 플레이스 는 노스탤지어를 불러일으키는 빛바랜 거친 질감의 숏들로 시작된다. 이건 어떤 청춘의 일지다. 2023.2.8.로 시작해서 2023.11.10.까지 이어지는, 일기처럼 날짜가 명기된 단락 위에 ‘팀 RM’의 프로젝트가 진행된다. 쿵짝이 잘 맞고 취향이 비슷한 친구들이 모여 햄버거와 위스키를 나눠먹는 작은 축제 같은 공동 작업에서 RM 혹은 김남준은 ‘온전히 그 자신’인 앨범을 꿈꾼다. ‘아무도 나를 신경 쓰지 않는 곳’으로 촬영을 떠나고, 사진작가는 ‘있는 그대로의 그’를 찍는다. 그 길 위에서 만들어진 영화  알엠: 라이트 피플, 롱 플레이스 는 앨범 메이킹 필름이면서 아주 특별한 청춘의 일지다. (강소원)"
1000534,사채소년,영화사빅,211,"193,797,300","26,149",2023,20231122,황동석,유선호 | 강미나 | 유인수 | 이일준 | 이찬형 | 나규비,㈜26컴퍼니,"액션,하이틴(고교)",105,15세관람가,"23,801,700","3,268",440,"16,999,500","2,315",423,"17,146,900","2,257",403,"20,692,100","2,443",350,"21,070,400","2,472",321,"8,932,300","1,070",296,"12,246,700","1,868",312,"5,205,500",933,106,"7,592,500","1,370",101,"4,662,000",790,78,78.0%,"4,021",6.17,12,"학교 서열 최하위, 고교사채왕이 되다!존재감도, 빽도, 돈도 없는 서열 최하위 '강진'.일진들의 괴롭힘에 시달리며 최악의 학교 생활을 이어가던 중 우연한 기회로 사채업자 '랑'에게 동업을 제안받게 된다.학업에 지친 학생들의 마음을 사랑으로 채워주는 '사채'.'랑'에게 전수받은 특별한 기술을 활용해 학생들에게 돈을 빌려주는 고교사채왕이 된 '강진'은 자신을 괴롭히던 일진 '남영'까지 돈으로 짓밟으며 단숨에 학교 서열 최강자에 등극한다.짝사랑하는 '다영'과도 가까워지며 꿈같은 시간을 보낸 것도 잠시,고교사채왕 '강진'의 자리를 위협하는 사람들이 나타나기 시작하는데..."
1000535,빈틈없는 사이,"(주)갤리온엔터테인먼트,영화로운 형제",291,"191,595,710","20,926",2023,20230705,이우철,이지훈 | 한승연 | 고규필 | 김윤성 | 이유준 | 스토리무비,㈜갤리온엔터테인먼트,멜로/로맨스,112,15세관람가,"25,910,186","2,877",472,"22,049,167","2,502",491,"23,800,980","2,637",464,"39,616,499","4,076",406,"38,968,824","4,067",383,"14,130,787","1,595",373,"17,102,584","1,941",352,"503,500",62,12,"2,164,000",254,10,"905,599",99,10,78.0%,"1,908",7.31,90,"벽 사이로 옆집과의 기막힌 동거!가수의 꿈을 위해 오디션을 준비 중인 ‘승진’(이지훈).죽마고우 친구들과 발품 팔아 구한 방에서 첫날 밤을 보내려는 순간, 어디선가 들려오는 한 맺힌 여인의 울음소리! 소리의 정체는 바로, 방음이 전혀 안 되는 집 때문에 다양한 방법으로 이사 오는 족족 옆집을 내쫓았던 ‘라니’(한승연)의 방해 공작!하지만 승진은 호락호락한 상대가 아니었다!벽 너머를 오가는 기상천외한 소음전쟁 끝에, 시간을 나눠 쓰는 동거 아닌 동거가 시작되고!이름도, 얼굴도 모르는 서로의 일상을 공유하며 점점 미묘한 감정에 사로잡히는데…살벌달콤 신개념 철벽 로맨스!휴식도 연애도 쉴 틈 없이 빈틈없는 우리 사이, 이런 연애 처음일걸?"
1000536,4분 44초,롯데컬처웍스(주)롯데엔터테인먼트,213,"187,016,200","46,761",2022,20241101,박종균,유지애 | 함연지 | 온유 | 이성열 | 김소원,주식회사 영화사 궁,"공포,옴니버스",44,12세이상관람가,"26,246,000","6,562",480,"38,520,000","9,630",458,"40,284,000","10,071",439,"9,400,000","2,352",355,"7,344,000","1,840",319,"4,696,000","1,174",180,"3,492,000",873,160,"4,556,000","1,139",177,"14,236,000","3,559",282,"14,156,000","3,539",259,,,4.94,109,"[입주민 여러분께 협조 요청 드립니다]북촌아파트 경비실입니다.최근 우리 단지 내에서 실종사건이 일어나 경찰이 수사 중에 있습니다.주변에서 수상한 사람을 발견하거나, 이상한 소음이 들리는 경우 경비실로 연락 주시면 즉각 조치하도록 하겠습니다.여러분의 신고와 제보가 실종자를 찾는데 결정적 단서가 됩니다.※ 이웃을 배려하는 마음으로 층간소음이 발생하지 않도록 주의 바랍니다.※ 야생동물에게 먹이를 주는 행위를 삼가해 주시기 바랍니다."
1000537,그리고 목련이 필때면,(주)다자인소프트,98,"184,197,900","21,062",2024,20240815,윤희성,고두심 | 현석 | 김궁 | 양수아 | 김지한,㈜흥픽쳐스,인물,84,12세이상관람가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0%,75,6.71,7,"강국 대한민국의 시작, 함께 배고픔을 극복했던 우리들의 대통령과 영부인! 박정희 대통령과 육영수 여사의 청년 시절, 서로를 만나기 전에서부터 서로 운명처럼 만나 함께 어려움을 극복하고 나라의 기둥이 되는 순간까지 우리가 알았던 그리고 몰랐던 이야기를 현대사의 굴곡과 함께 만난다."
1000538,안녕하세요,(주)디스테이션,297,"183,017,360","25,140",2022,20220525,차봉주,김환희 | 유선 | 이순재 | 송재림 | 박현숙 | 서인철,"디엔디픽쳐스,유한회사 안녕하세요",드라마,118,12세관람가,"19,805,900","2,728",470,"16,362,060","2,139",400,"16,289,700","2,126",399,"20,396,200","2,387",362,"17,037,700","2,025",327,"7,737,900",998,289,"17,312,400","2,323",308,"1,704,000",221,30,"491,000",89,15,"996,400",180,14,98.0%,452,8.69,119,"외로운 세상 속에서 죽음을 결심한 열아홉 수미(김환희).‘죽는 법’을 알려주겠다는 수간호사 서진(유선)의 제안에 따라 늘봄 호스피스 병동을 찾아간다.이 사람들이 곧 죽을 사람들이라고?!예상치 못한 유쾌함과 따뜻함이 수미를 반기고, 하루하루를 소중히 살아가는 그들에게 점차 스며들며 세상의 온기를 배워가기 시작하는데…‘힐링 메이트’들이 전하는 눈부시게 찬란한 위로!“안녕하세요”"
1000539,타로,(주)영화특별시에스엠씨,128,"179,752,600","19,529",2024,20240614,최병길,조여정 | 조은솔 | 고규필 | 이문식 | 김진영,영화사 우상,"공포,미스터리",94,청소년관람불가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.0%,"3,083",6.87,23,타로카드를 우연히 주운 세 명의 인물이 겪는 이야기를 옴니버스 형식으로 다룬 공포영화
1000540,송가인 더 드라마,(주)영화특별시에스엠씨,117,"175,253,000","16,251",2021,20210211,이태슬 | 김성윤,송가인,㈜포켓돌스튜디오,"인물,뮤직",83,전체관람가,"45,216,000","3,941",477,"32,612,000","2,839",417,"33,657,000","2,902",395,"19,840,000","1,712",346,"5,431,000",462,161,"4,389,000",371,131,"3,244,000",274,105,"3,677,000",435,93,"3,124,000",385,84,"6,000,000",669,109,,,9.14,397,"트로트 신화를 쓴 송가인의 단독 콘서트! 떨리는 그 순간, 그녀의 진짜 이야기가 펼쳐진다!대한민국 트로트 신드롬의 주역, 차세대 트롯 스타를 찾기 위한 오디션 프로그램[내일은 미스트롯] ‘진’ 송가인의 단독 콘서트!송가인이 말하는 4200여 명의 팬들과 함께 한 뜨거웠던 그 순간.스크린에서 펼쳐지는 그날의 생생한 감동!"
1000541,히야,(주)라이크콘텐츠,124,"173,844,100","21,687",2015,20160310,김지연,안보현 | 이호원 | 박철민 | 강성미 | 강민아 | 오피디내연녀,(주)메이저타운,드라마,108,12세관람가,"15,027,800","2,034",225,"27,353,500","3,153",224,"44,533,800","5,634",219,"47,825,800","5,877",195,"5,156,100",699,151,"5,009,000",683,152,"5,815,600",789,156,"769,500",96,16,"2,319,500",261,18,"3,000,500",371,22,75.0%,257,9.17,108,"“히야가 뭐든 다 해줄게”온 동네와 학교에서 이름깨나 날리던 ‘진상’(안보현) 집안의 골칫거리로 떠들썩하게 자란 문제아 진상은 사기죄에 살인용의자로 몰려 끈질긴 ‘최형사’(박철민)에게 쫓기는 신세다. 제 앞가림도 못하지만, 형 취급도 안 해주는 동생에게 끊임없이 다가가려 애쓴다.    “히야 좋아하네. 제발 가라”멋진 무대에 오르는 가수를 꿈꾸는 고등학생 ‘진호’(이호원) 돈도 빽도 없어 매번 오디션 탈락의 고배를 마신다. 게다가 형이 남긴 외상 후유증과 살인 누명까지 쓴 진상의 존재는 그의 꿈을 방해하기 일쑤다.  제발 눈앞에 나타나지 말라는 외침에도 내편이 되겠다고 나서는 형 때문에 인생이 괴로운데…"
1000542,한산 리덕스,롯데컬처웍스(주)롯데엔터테인먼트,202,"169,259,176","19,314",2022,20221116,김한민,박해일 | 변요한 | 안성기 | 손현주 | 김성규,㈜빅스톤픽쳐스,"액션,드라마,전쟁,시대극/사극",151,12세관람가,"15,322,797","1,610",349,"14,951,355","1,694",339,"16,718,596","1,736",336,"26,188,593","2,643",362,"25,381,187","2,599",341,"9,874,796","1,128",264,"16,916,957","2,287",291,"5,690,598",942,62,"5,949,297","1,011",56,"2,650,000",298,62,96.0%,"1,067",8.69,93,"나라의 운명을 바꾼 승리의 전투못다 한 이야기가 밝혀진다!1592년, 임진왜란 발발 후 15일만에 한양을 빼앗긴 절체절명의 위기에 놓인 조선.명나라로 향하는 야망을 꿈꾸며 연승에 힘입어 한산도 앞바다까지 당도한 파죽지세의 왜군.앞선 전투로 손상된 거북선의 출정 불가, 왜군의 연합을 통한 절대적인 군사적 열세인 상황, 조선 장수들의 의견 또한 첨예하게 맞서며 이순신 장군의 고뇌 또한 깊어진다.나아갈 곳도 물러설 곳도 없는 풍전등화와 같은 상황 속, 이순신 장군은 조선의 운명을 건 압도적 승리를 위한 전투를 준비한다.1592년 음력 7월 8일 한산도 앞바다,승리의 이야기는 아직 끝나지 않았다!"
1000543,프린세스 아야,씨제이 씨지브이(CJ CGV)(주),348,"162,670,896","20,761",2019,20220921,이성강,백아연 | 진영 | 이영기 | 진양욱 | 조선 | 성우,㈜다다쇼,"드라마,멜로/로맨스,판타지,뮤지컬",90,전체관람가,"12,903,899","1,711",300,"9,057,200","1,402",250,"9,932,700","1,414",238,"34,354,800","3,947",451,"35,184,798","4,067",425,"3,509,299",479,124,"8,100,000","1,280",170,"1,916,200",340,30,"2,527,000",417,35,"3,912,000",555,39,83.0%,"1,815",7.01,170,"스크린X 영화(극장 양쪽 벽면을 포함 삼면이 전부 스크린이 되는 입체적 영화)는 흔하지 않고, 스크린X 애니메이션은 더 흔하지 않다. 게다가 영화의 시작부터 끝까지 스크린X로 즐길 수 있는 애니메이션은  프린세스 아야 가 세계 최초다. 영화가 재미없는데 기술만 신기술이면 무엇할 것인가 반문할지도 모르겠다. 그렇다면, 연리지 왕국과 바타르 왕국, 양국의 왕자와 공주가 얼마나 환상적이고 동화적인 모험을 하는지 예고해 두겠다. 한국애니메이션의 대표적인 장인 이성강 감독의 신작이라는 점도 강조해 두겠다. 여기에 목소리 주연은 아이돌 뮤지션 백아연과 갓세븐의 진영이 맡았다. 이 캐스팅이 의미하는 바는 무엇인가. 귀를 즐겁게 하는 뮤지컬이기도 하다는 것이다.  프린세스 아야 는 어느 모로 보아도 흥미로운 대중영화다. (정한석)"
1000544,DMZ 동물 특공대,(주)박수엔터테인먼트,201,"161,867,520","21,830",2023,20240214,홍인표,김새해 | 조경이 | 황창영 | 이소은 | 박준형,자루스튜디오,드라마,75,전체관람가,"11,715,000","1,922",164,"8,586,000","1,295",151,"12,759,500","2,022",163,"22,721,560","2,884",270,"25,519,960","3,218",267,"5,143,700",687,129,"6,336,700",855,135,"5,063,500",658,124,"7,154,000",969,108,"3,365,000",446,60,,,7.40,15,"“뭐? 인간들이 화해하면 우리 집이 사라진다고?!”지구상에 단 하나뿐인 공간 DMZ에 살고 있는 ‘담비’와 귀요미 친구들에게 들려온 날벼락 같은 소문!동물들의 유토피아 DMZ를 지키기 위해선 폭탄을 터뜨려 인간들의 평화를 막아야만 한다!‘담비’, ‘쾡이’, ‘멧돼이먼’, ‘황박이’, ‘람쥐’까지 DMZ 동물 특공대 출동 준비 완료!2월, 우리 집은 우리가 지킨다!"
